N,Z,E,U(E),known,A,N-Z,N/Z
83,67,8134.8423,0.0945,1,150,16,1.2388059701492538
82,68,8102.1962,0.1146,1,150,14,1.2058823529411764
81,69,8021.0,1.0,0,150,12,1.173913043478261
80,70,7965.0,2.0,0,150,10,1.1428571428571428
79,71,7866.0,2.0,0,150,8,1.1126760563380282
96,55,8013.0,3.0,0,151,41,1.7454545454545454
95,56,8079.0,3.0,0,151,39,1.6964285714285714
94,57,8129.0436,2.8839,1,151,37,1.6491228070175439
93,58,8176.2779,0.1172,1,151,35,1.603448275862069
92,59,8207.8824,0.0772,1,151,33,1.5593220338983051
91,60,8230.2741,0.0075,1,151,31,1.5166666666666666
90,61,8241.2723,0.0305,1,151,29,1.4754098360655739
89,62,8243.9735,0.0074,1,151,27,1.435483870967742
88,63,8239.2998,0.0077,1,151,25,1.3968253968253967
87,64,8231.0446,0.0198,1,151,23,1.359375
86,65,8208.8743,0.0271,1,151,21,1.323076923076923
85,66,8184.6789,0.0215,1,151,19,1.2878787878787878
84,67,8145.5267,0.055,1,151,17,1.2537313432835822
83,68,8104.8723,0.1091,1,151,15,1.2205882352941178
82,69,8050.0576,0.1283,1,151,13,1.1884057971014492
81,70,7983.7556,1.99,1,151,11,1.1571428571428573
80,71,7904.0,2.0,0,151,9,1.1267605633802817
97,55,7980.0,3.0,0,152,42,1.7636363636363637
96,56,8057.0,3.0,0,152,40,1.7142857142857142
95,57,8102.0,2.0,0,152,38,1.6666666666666667
94,58,8161.0,1.0,0,152,36,1.6206896551724137
93,59,8187.1049,0.122,1,152,34,1.576271186440678
92,60,8224.0078,0.161,1,152,32,1.5333333333333334
91,61,8226.1293,0.1704,1,152,30,1.4918032786885247
90,62,8244.0645,0.0067,1,152,28,1.4516129032258065
89,63,8226.5854,0.0077,1,152,26,1.4126984126984128
88,64,8233.4042,0.0066,1,152,24,1.375
87,65,8202.0072,0.2632,1,152,22,1.3384615384615384
86,66,8192.9171,0.0302,1,152,20,1.303030303030303
85,67,8144.9193,0.0824,1,152,18,1.2686567164179106
84,68,8119.3485,0.0581,1,152,16,1.2352941176470589
83,69,8056.4387,0.3554,1,152,14,1.2028985507246377
82,70,8015.4371,0.9849,1,152,12,1.1714285714285715
81,71,7926.0,1.0,0,152,10,1.1408450704225352
97,56,8023.0,3.0,0,153,41,1.7321428571428572
96,57,8081.0,2.0,0,153,39,1.6842105263157894
95,58,8134.0,1.0,0,153,37,1.6379310344827587
94,59,8172.0371,0.0777,1,153,35,1.5932203389830508
93,60,8204.5832,0.018,1,153,33,1.55
92,61,8221.1536,0.0592,1,153,31,1.5081967213114753
91,62,8228.5373,0.0067,1,153,29,1.467741935483871
90,63,8228.7011,0.0077,1,153,27,1.4285714285714286
89,64,8220.4209,0.0066,1,153,25,1.390625
88,65,8205.0504,0.0258,1,153,23,1.353846153846154
87,66,8185.7514,0.0262,1,153,21,1.3181818181818181
86,67,8153.6372,0.0331,1,153,19,1.2835820895522387
85,68,8118.8154,0.0607,1,153,17,1.25
84,69,8071.2571,0.0783,1,153,15,1.2173913043478262
83,70,8022.0,1.0,0,153,13,1.1857142857142857
82,71,7959.0882,0.9805,1,153,11,1.1549295774647887
81,72,7882.0,2.0,0,153,9,1.125
98,56,8001.0,3.0,0,154,42,1.75
97,57,8051.0,2.0,0,154,40,1.7017543859649122
96,58,8116.0,1.0,0,154,38,1.6551724137931034
95,59,8147.2994,0.6494,1,154,36,1.6101694915254237
94,60,8192.3491,0.0067,1,154,34,1.5666666666666667
93,61,8204.717,0.1625,1,154,32,1.5245901639344261
92,62,8226.8379,0.0085,1,154,30,1.4838709677419355
91,63,8217.1006,0.0077,1,154,28,1.4444444444444444
90,64,8224.7996,0.0065,1,154,26,1.40625
89,65,8196.6697,0.2942,1,154,24,1.3692307692307693
88,66,8193.1305,0.0483,1,154,22,1.3333333333333333
87,67,8150.6825,0.0534,1,154,20,1.2985074626865671
86,68,8132.3919,0.0322,1,154,18,1.2647058823529411
85,69,8074.209,0.0936,1,154,16,1.2318840579710144
84,70,8039.9402,0.1122,1,154,14,1.2
83,71,7968.0,1.0,0,154,12,1.1690140845070423
82,72,7918.0,2.0,0,154,10,1.1388888888888888
98,57,8028.0,3.0,0,155,41,1.719298245614035
97,58,8087.0,2.0,0,155,39,1.6724137931034482
96,59,8131.0398,0.111,1,155,37,1.6271186440677967
95,60,8170.305,0.0591,1,155,35,1.5833333333333333
94,61,8195.2977,0.0304,1,155,33,1.540983606557377
93,62,8211.2258,0.0086,1,155,31,1.5
92,63,8216.676,0.0081,1,155,29,1.4603174603174602
91,64,8213.2541,0.0063,1,155,27,1.421875
90,65,8202.9173,0.0634,1,155,25,1.3846153846153846
89,66,8184.357,0.0622,1,155,23,1.3484848484848484
88,67,8159.2055,0.1127,1,155,21,1.3134328358208955
87,68,8129.4444,0.0392,1,155,19,1.2794117647058822
86,69,8088.376,0.064,1,155,17,1.2463768115942029
85,70,8043.8234,0.1071,1,155,15,1.2142857142857142
84,71,7987.4369,0.1242,1,155,13,1.1830985915492958
83,72,7929.0,2.0,0,155,11,1.1527777777777777
82,73,7858.0,2.0,0,155,9,1.1232876712328768
99,57,7997.0,3.0,0,156,42,1.736842105263158
98,58,8068.0,2.0,0,156,40,1.6896551724137931
97,59,8105.2337,0.0066,1,156,38,1.6440677966101696
96,60,8156.3265,0.0084,1,156,36,1.6
95,61,8176.7263,0.0076,1,156,34,1.5573770491803278
94,62,8205.0054,0.0546,1,156,32,1.5161290322580645
93,63,8204.6192,0.0226,1,156,30,1.4761904761904763
92,64,8215.3253,0.0063,1,156,28,1.4375
91,65,8194.6415,0.0242,1,156,26,1.4
90,66,8192.4366,0.0063,1,156,24,1.3636363636363635
89,67,8155.428,0.2463,1,156,22,1.328358208955224
88,68,8141.9084,0.1579,1,156,20,1.2941176470588236
87,69,8089.6032,0.0915,1,156,18,1.2608695652173914
86,70,8061.7107,0.0597,1,156,16,1.2285714285714286
85,71,7995.3752,0.3469,1,156,14,1.1971830985915493
84,72,7952.6676,0.9599,1,156,12,1.1666666666666667
83,73,7872.0,2.0,0,156,10,1.1369863013698631
100,57,7972.0,2.0,0,157,43,1.7543859649122806
99,58,8037.0,3.0,0,157,41,1.706896551724138
98,59,8085.817,0.0202,1,157,39,1.6610169491525424
97,60,8132.1671,0.0136,1,157,37,1.6166666666666667
96,61,8164.1458,0.0446,1,157,35,1.5737704918032787
95,62,8187.0642,0.0282,1,157,33,1.532258064516129
94,63,8199.7975,0.027,1,157,31,1.492063492063492
93,64,8203.5072,0.0062,1,157,29,1.453125
92,65,8198.1416,0.0065,1,157,27,1.4153846153846155
91,66,8184.6287,0.0328,1,157,25,1.378787878787879
90,67,8163.1373,0.1495,1,157,23,1.3432835820895523
89,68,8136.3757,0.1688,1,157,21,1.3088235294117647
88,69,8101.4285,0.178,1,157,19,1.2753623188405796
87,70,8062.7551,0.0695,1,157,17,1.2428571428571429
86,71,8013.3128,0.0769,1,157,15,1.2112676056338028
85,72,7960.0,1.0,0,157,13,1.1805555555555556
84,73,7896.0608,0.9557,1,157,11,1.1506849315068493
83,74,7828.0,3.0,0,157,9,1.1216216216216217
100,58,8015.0,3.0,0,158,42,1.7241379310344827
99,59,8059.0,2.0,0,158,40,1.6779661016949152
98,60,8114.9529,0.0083,1,158,38,1.6333333333333333
97,61,8143.3622,0.0056,1,158,36,1.5901639344262295
96,62,8177.3075,0.0303,1,158,34,1.5483870967741935
95,63,8185.132,0.0129,1,158,32,1.507936507936508
94,64,8201.8229,0.0062,1,158,30,1.46875
93,65,8189.1556,0.008,1,158,28,1.4307692307692308
92,66,8190.1298,0.0148,1,158,26,1.393939393939394
91,67,8158.4709,0.1716,1,158,24,1.3582089552238805
90,68,8147.927,0.1596,1,158,22,1.3235294117647058
89,69,8101.1994,0.1596,1,158,20,1.289855072463768
88,70,8079.1999,0.0505,1,158,18,1.2571428571428571
87,71,8018.5685,0.0957,1,158,16,1.2253521126760563
86,72,7981.2764,0.1107,1,158,14,1.1944444444444444
85,73,7907.0,1.0,0,158,12,1.1643835616438356
84,74,7855.0,2.0,0,158,10,1.135135135135135
101,58,7983.0,3.0,0,159,43,1.7413793103448276
100,59,8037.0,3.0,0,159,41,1.694915254237288
99,60,8088.8224,0.1875,1,159,39,1.65
98,61,8126.8601,0.0631,1,159,37,1.6065573770491803
97,62,8157.4963,0.0373,1,159,35,1.564516129032258
96,63,8176.6987,0.0272,1,159,33,1.5238095238095237
95,64,8187.6177,0.0062,1,159,31,1.484375
94,65,8188.8025,0.0069,1,159,29,1.4461538461538461
93,66,8181.5842,0.0091,1,159,27,1.4090909090909092
92,67,8165.1066,0.0192,1,159,25,1.373134328358209
91,68,8142.7742,0.0229,1,159,23,1.338235294117647
90,69,8112.7549,0.1758,1,159,21,1.3043478260869565
89,70,8078.0428,0.1106,1,159,19,1.2714285714285714
88,71,8034.6009,0.2369,1,159,17,1.2394366197183098
87,72,7986.561,0.1057,1,159,15,1.2083333333333333
86,73,7928.7258,0.1238,1,159,13,1.178082191780822
85,74,7867.0,2.0,0,159,11,1.1486486486486487
84,75,7795.0,2.0,0,159,9,1.12
101,59,8009.0,2.0,0,160,42,1.7118644067796611
100,60,8069.9662,0.2911,1,160,40,1.6666666666666667
99,61,8103.6398,0.0128,1,160,38,1.6229508196721312
98,62,8144.6159,0.0122,1,160,36,1.5806451612903225
97,63,8160.103,0.0057,1,160,34,1.5396825396825398
96,64,8183.0171,0.007,1,160,32,1.5
95,65,8177.4676,0.0069,1,160,30,1.4615384615384615
94,66,8184.0526,0.0044,1,160,28,1.4242424242424243
93,67,8158.6004,0.0939,1,160,26,1.3880597014925373
92,68,8151.7217,0.1515,1,160,24,1.3529411764705883
91,69,8110.8124,0.2043,1,160,22,1.318840579710145
90,70,8092.5614,0.0343,1,160,20,1.2857142857142858
89,71,8038.3387,0.3551,1,160,18,1.2535211267605635
88,72,8006.3791,0.0596,1,160,16,1.2222222222222223
87,73,7938.2704,0.3395,1,160,14,1.1917808219178083
86,74,7892.7893,0.9363,1,160,12,1.162162162162162
85,75,7810.0,2.0,0,160,10,1.1333333333333333
102,59,7986.0,3.0,0,161,43,1.728813559322034
101,60,8042.0,2.0,0,161,41,1.6833333333333333
100,61,8085.9977,0.0561,1,161,39,1.639344262295082
99,62,8122.0418,0.0423,1,161,37,1.596774193548387
98,63,8148.981,0.0646,1,161,35,1.5555555555555556
97,64,8167.1934,0.0093,1,161,33,1.515625
96,65,8174.4809,0.0076,1,161,31,1.476923076923077
95,66,8173.3093,0.0043,1,161,29,1.4393939393939394
94,67,8163.1134,0.0134,1,161,27,1.4029850746268657
93,68,8145.8628,0.0545,1,161,25,1.3676470588235294
92,69,8120.4906,0.1736,1,161,23,1.3333333333333333
91,70,8090.3861,0.0938,1,161,21,1.3
90,71,8052.7821,0.1736,1,161,19,1.267605633802817
89,72,8009.1245,0.1457,1,161,17,1.2361111111111112
88,73,7957.45,0.1514,1,161,15,1.2054794520547945
87,74,7901.0,1.0,0,161,13,1.1756756756756757
86,75,7836.3292,0.9311,1,161,11,1.1466666666666667
85,76,7765.0,2.0,0,161,9,1.118421052631579
102,60,8022.0,2.0,0,162,42,1.7
101,61,8061.0,2.0,0,162,40,1.6557377049180328
100,62,8107.5745,0.0218,1,162,38,1.6129032258064515
99,63,8129.5593,0.0081,1,162,36,1.5714285714285714
98,64,8159.0373,0.0245,1,162,34,1.53125
97,65,8164.0773,0.0127,1,162,32,1.4923076923076923
96,66,8173.4555,0.0043,1,162,30,1.4545454545454546
95,67,8155.4126,0.0192,1,162,28,1.4179104477611941
94,68,8152.3959,0.0047,1,162,26,1.3823529411764706
93,69,8117.5868,0.1609,1,162,24,1.3478260869565217
92,70,8102.5333,0.0932,1,162,22,1.3142857142857143
91,71,8054.5596,0.4632,1,162,20,1.2816901408450705
90,72,8027.1171,0.0553,1,162,18,1.25
89,73,7964.3432,0.3909,1,162,16,1.2191780821917808
88,74,7923.8214,0.109,1,162,14,1.1891891891891893
87,75,7848.0,1.0,0,162,12,1.16
86,76,7794.0,2.0,0,162,10,1.131578947368421
103,60,7992.0,3.0,0,163,43,1.7166666666666666
102,61,8042.0,2.0,0,163,41,1.6721311475409837
101,62,8084.1653,0.0451,1,163,39,1.6290322580645162
100,63,8116.0172,0.0056,1,163,37,1.5873015873015872
99,64,8140.756,0.0049,1,163,35,1.546875
98,65,8155.6322,0.0249,1,163,33,1.5076923076923077
97,66,8161.784,0.0043,1,163,31,1.4696969696969697
96,67,8156.967,0.0043,1,163,29,1.4328358208955223
95,68,8144.7403,0.0284,1,163,27,1.3970588235294117
94,69,8124.9774,0.0338,1,163,25,1.3623188405797102
93,70,8099.1069,0.0927,1,163,23,1.3285714285714285
92,71,8066.6848,0.1714,1,163,21,1.295774647887324
91,72,8028.0072,0.1576,1,163,19,1.2638888888888888
90,73,7981.8905,0.2335,1,163,17,1.2328767123287672
89,74,7930.3043,0.3584,1,163,15,1.2027027027027026
88,75,7870.8655,0.1137,1,163,13,1.1733333333333333
87,76,7807.0,2.0,0,163,11,1.144736842105263
86,77,7734.0,2.0,0,163,9,1.1168831168831168
103,61,8014.0,2.0,0,164,42,1.6885245901639345
102,62,8067.7803,0.025,1,164,40,1.6451612903225807
101,63,8095.3686,0.0126,1,164,38,1.6031746031746033
100,64,8129.9978,0.0061,1,164,36,1.5625
99,65,8139.9304,0.0114,1,164,34,1.523076923076923
98,66,8158.7129,0.0042,1,164,32,1.4848484848484849
97,67,8147.9234,0.0085,1,164,30,1.4477611940298507
96,68,8149.0191,0.0043,1,164,28,1.411764705882353
95,69,8119.6534,0.1525,1,164,26,1.3768115942028984
94,70,8109.4149,0.0921,1,164,24,1.3428571428571427
93,71,8065.8043,0.1704,1,164,22,1.3098591549295775
92,72,8043.8142,0.0964,1,164,20,1.2777777777777777
91,73,7986.9978,0.1704,1,164,18,1.2465753424657535
90,74,7951.4515,0.059,1,164,16,1.2162162162162162
89,75,7881.0523,0.3326,1,164,14,1.1866666666666668
88,76,7833.308,0.914,1,164,12,1.1578947368421053
87,77,7750.0,2.0,0,164,10,1.12987012987013
104,61,7992.0,3.0,0,165,43,1.7049180327868851
103,62,8041.0,2.0,0,165,41,1.6612903225806452
102,63,8080.0529,0.0316,1,165,39,1.619047619047619
101,64,8110.4428,0.0079,1,165,37,1.578125
100,65,8130.3259,0.0093,1,165,35,1.5384615384615385
99,66,8143.9083,0.0042,1,165,33,1.5
98,67,8146.9591,0.0048,1,165,31,1.462686567164179
97,68,8139.9348,0.0056,1,165,29,1.4264705882352942
96,69,8125.5489,0.0101,1,165,27,1.391304347826087
95,70,8104.8399,0.1608,1,165,25,1.3571428571428572
94,71,8076.746,0.1608,1,165,23,1.323943661971831
93,72,8042.8728,0.1694,1,165,21,1.2916666666666667
92,73,8003.0547,0.0823,1,165,19,1.2602739726027397
91,74,7955.9704,0.1561,1,165,17,1.2297297297297298
90,75,7901.5201,0.143,1,165,15,1.2
89,76,7843.0,1.0,0,165,13,1.1710526315789473
88,77,7776.0,1.0,0,165,11,1.1428571428571428
87,78,7703.0,2.0,0,165,9,1.1153846153846154
104,62,8023.0,2.0,0,166,42,1.6774193548387097
103,63,8056.0,1.0,0,166,40,1.6349206349206349
102,64,8097.226,0.0095,1,166,38,1.59375
101,65,8113.223,0.0088,1,166,36,1.5538461538461539
100,66,8137.2793,0.0048,1,166,34,1.5151515151515151
99,67,8135.4933,0.0047,1,166,32,1.4776119402985075
98,68,8141.9479,0.002,1,166,30,1.4411764705882353
97,69,8118.9357,0.0696,1,166,28,1.4057971014492754
96,70,8112.4591,0.0422,1,166,26,1.3714285714285714
95,71,8074.1756,0.1796,1,166,24,1.3380281690140845
94,72,8056.4386,0.1683,1,166,22,1.3055555555555556
93,73,8004.9714,0.1683,1,166,20,1.273972602739726
92,74,7974.8951,0.057,1,166,18,1.2432432432432432
91,75,7909.6392,0.5316,1,166,16,1.2133333333333334
90,76,7866.3371,0.1082,1,166,14,1.1842105263157894
89,77,7789.0,1.0,0,166,12,1.155844155844156
88,78,7733.0,2.0,0,166,10,1.1282051282051282
105,62,7992.0,3.0,0,167,43,1.6935483870967742
104,63,8038.0,2.0,0,167,41,1.6507936507936507
103,64,8075.5428,0.0312,1,167,39,1.609375
102,65,8101.441,0.0116,1,167,37,1.5692307692307692
101,66,8120.8782,0.024,1,167,35,1.5303030303030303
100,67,8130.3732,0.0311,1,167,33,1.492537313432836
99,68,8131.7352,0.0017,1,167,31,1.4558823529411764
98,69,8122.5826,0.0075,1,167,29,1.4202898550724639
97,70,8106.202,0.0237,1,167,27,1.3857142857142857
96,71,8083.1722,0.2231,1,167,25,1.352112676056338
95,72,8054.185,0.1673,1,167,23,1.3194444444444444
94,73,8018.8614,0.1673,1,167,21,1.2876712328767124
93,74,7976.7045,0.112,1,167,19,1.2567567567567568
92,75,7929.0,0.0,0,167,17,1.2266666666666666
91,76,7873.9557,0.4844,1,167,15,1.1973684210526316
90,77,7812.8254,0.1099,1,167,13,1.1688311688311688
89,78,7746.0,2.0,0,167,11,1.141025641025641
106,62,7971.0,2.0,0,168,44,1.7096774193548387
105,63,8012.0,2.0,0,168,42,1.6666666666666667
104,64,8060.0,2.0,0,168,40,1.625
103,65,8082.798,0.025,1,168,38,1.5846153846153845
102,66,8112.5293,0.8334,1,168,36,1.5454545454545454
101,67,8116.8061,0.1786,1,168,34,1.507462686567164
100,68,8129.5897,0.0016,1,168,32,1.4705882352941178
99,69,8114.9516,0.01,1,168,30,1.434782608695652
98,70,8111.887,0.0006,1,168,28,1.4
97,71,8080.4026,0.226,1,168,26,1.3661971830985915
96,72,8065.5536,0.1663,1,168,24,1.3333333333333333
95,73,8019.4287,0.1663,1,168,22,1.3013698630136987
94,74,7993.9327,0.0789,1,168,20,1.2702702702702702
93,75,7935.1208,0.1835,1,168,18,1.24
92,76,7895.9408,0.0589,1,168,16,1.2105263157894737
91,77,7823.8509,0.3287,1,168,14,1.1818181818181819
90,78,7773.6217,0.8925,1,168,12,1.1538461538461537
89,79,7688.0,2.0,0,168,10,1.1265822784810127
106,63,7991.0,3.0,0,169,43,1.6825396825396826
105,64,8035.0,2.0,0,169,41,1.640625
104,65,8069.0,2.0,0,169,39,1.6
103,66,8094.7566,1.7791,1,169,37,1.5606060606060606
102,67,8109.0622,0.1186,1,169,35,1.5223880597014925
101,68,8117.0078,0.0018,1,169,33,1.4852941176470589
100,69,8114.4702,0.0044,1,169,31,1.4492753623188406
99,70,8104.5206,0.0011,1,169,29,1.4142857142857144
98,71,8086.3233,0.0178,1,169,27,1.380281690140845
97,72,8061.7791,0.1654,1,169,25,1.3472222222222223
96,73,8030.9577,0.1654,1,169,23,1.3150684931506849
95,74,7994.5381,0.0913,1,169,21,1.2837837837837838
94,75,7951.3963,0.0673,1,169,19,1.2533333333333334
93,76,7901.2862,0.1535,1,169,17,1.2236842105263157
92,77,7845.5944,0.1379,1,169,15,1.1948051948051948
91,78,7784.0,1.0,0,169,13,1.1666666666666667
90,79,7716.0,2.0,0,169,11,1.139240506329114
107,63,7963.0,3.0,0,170,44,1.6984126984126984
106,64,8017.0,3.0,0,170,42,1.65625
105,65,8047.0,2.0,0,170,40,1.6153846153846154
104,66,8084.0,1.0,0,170,38,1.5757575757575757
103,67,8093.7902,0.2942,1,170,36,1.537313432835821
102,68,8111.9529,0.0082,1,170,34,1.5
101,69,8105.5144,0.0043,1,170,32,1.463768115942029
100,70,8106.6101,0.0003,1,170,30,1.4285714285714286
99,71,8081.6686,0.0991,1,170,28,1.3943661971830985
98,72,8070.8762,0.1644,1,170,26,1.3611111111111112
97,73,8030.2965,0.1644,1,170,24,1.3287671232876712
96,74,8008.9482,0.0776,1,170,22,1.2972972972972974
95,75,7955.012,0.0672,1,170,20,1.2666666666666666
94,76,7921.1258,0.0574,1,170,18,1.236842105263158
93,77,7853.0,1.0,0,170,16,1.2077922077922079
92,78,7808.2365,0.1073,1,170,14,1.1794871794871795
91,79,7730.0,1.0,0,170,12,1.1518987341772151
90,80,7671.0,2.0,0,170,10,1.125
107,64,7990.0,3.0,0,171,43,1.671875
106,65,8030.0,2.0,0,171,41,1.6307692307692307
105,66,8062.0,1.0,0,171,39,1.5909090909090908
104,67,8083.6021,3.5088,1,171,37,1.5522388059701493
103,68,8097.7404,0.0082,1,171,35,1.5147058823529411
102,69,8101.8931,0.0057,1,171,33,1.4782608695652173
101,70,8097.8826,0.0003,1,171,31,1.4428571428571428
100,71,8084.6621,0.0109,1,171,29,1.408450704225352
99,72,8066.0687,0.1689,1,171,27,1.375
98,73,8039.7914,0.1634,1,171,25,1.3424657534246576
97,74,8008.1158,0.1634,1,171,23,1.3108108108108107
96,75,7969.4131,0.1634,1,171,21,1.28
95,76,7924.1769,0.1067,1,171,19,1.25
94,77,7873.4895,0.2249,1,171,17,1.2207792207792207
93,78,7816.6017,0.4734,1,171,15,1.1923076923076923
92,79,7754.1069,0.1211,1,171,13,1.1645569620253164
91,80,7686.0,2.0,0,171,11,1.1375
108,64,7972.0,2.0,0,172,44,1.6875
107,65,8006.0,3.0,0,172,42,1.646153846153846
106,66,8049.0,2.0,0,172,40,1.606060606060606
105,67,8066.0,1.0,0,172,38,1.5671641791044777
104,68,8090.4052,0.023,1,172,36,1.5294117647058822
103,69,8091.0367,0.0319,1,172,34,1.4927536231884058
102,70,8097.4295,0.0003,1,172,32,1.457142857142857
101,71,8078.2334,0.0136,1,172,30,1.4225352112676057
100,72,8071.7439,0.142,1,172,28,1.3888888888888888
99,73,8037.7056,0.1625,1,172,26,1.356164383561644
98,74,8020.1757,0.1625,1,172,24,1.3243243243243243
97,75,7971.846,0.2068,1,172,22,1.2933333333333332
96,76,7942.1626,0.0742,1,172,20,1.263157894736842
95,77,7880.2637,0.1884,1,172,18,1.2337662337662338
94,78,7839.246,0.0603,1,172,16,1.205128205128205
93,79,7766.1587,0.3265,1,172,14,1.1772151898734178
92,80,7713.6064,0.8725,1,172,12,1.15
108,65,7988.0,3.0,0,173,43,1.6615384615384616
107,66,8026.0,2.0,0,173,41,1.621212121212121
106,67,8054.0,2.0,0,173,39,1.5820895522388059
105,68,8074.0,1.0,0,173,37,1.5441176470588236
104,69,8084.4633,0.0254,1,173,35,1.5072463768115942
103,70,8087.4276,0.0003,1,173,33,1.4714285714285715
102,71,8079.0312,0.0091,1,173,31,1.4366197183098592
101,72,8066.0164,0.1615,1,173,29,1.4027777777777777
100,73,8044.065,0.1615,1,173,27,1.36986301369863
99,74,8018.3337,0.1615,1,173,25,1.337837837837838
98,75,7983.9068,0.1615,1,173,23,1.3066666666666666
97,76,7944.0341,0.0865,1,173,21,1.2763157894736843
96,77,7898.068,0.0609,1,173,19,1.2467532467532467
95,78,7845.3856,0.3667,1,173,17,1.2179487179487178
94,79,7788.2348,0.1317,1,173,15,1.1898734177215189
93,80,7725.0,1.0,0,173,13,1.1625
109,65,7963.0,3.0,0,174,44,1.676923076923077
108,66,8011.0,3.0,0,174,42,1.6363636363636365
107,67,8034.0,2.0,0,174,40,1.5970149253731343
106,68,8064.0,2.0,0,174,38,1.5588235294117647
105,69,8070.6432,0.257,1,174,36,1.5217391304347827
104,70,8083.8481,0.0003,1,174,34,1.4857142857142858
103,71,8071.454,0.009,1,174,32,1.4507042253521127
102,72,8068.5341,0.013,1,174,30,1.4166666666666667
101,73,8040.4528,0.1606,1,174,28,1.3835616438356164
100,74,8027.2572,0.1606,1,174,26,1.3513513513513513
99,75,7985.0944,0.1606,1,174,24,1.32
98,76,7959.4618,0.0589,1,174,22,1.2894736842105263
97,77,7902.0377,0.0645,1,174,20,1.2597402597402598
96,78,7866.1143,0.0594,1,174,18,1.2307692307692308
95,79,7797.0,1.0,0,174,16,1.2025316455696202
94,80,7749.7851,0.1104,1,174,14,1.175
109,66,7986.0,3.0,0,175,43,1.6515151515151516
108,67,8019.0,2.0,0,175,41,1.6119402985074627
107,68,8045.0,2.0,0,175,39,1.5735294117647058
106,69,8061.7673,0.2857,1,175,37,1.536231884057971
105,70,8070.9253,0.0005,1,175,35,1.5
104,71,8069.1412,0.0069,1,175,33,1.4647887323943662
103,72,8060.7625,0.013,1,175,31,1.4305555555555556
102,73,8044.4456,0.1597,1,175,29,1.3972602739726028
101,74,8024.113,0.1597,1,175,27,1.364864864864865
100,75,7994.8168,0.1597,1,175,25,1.3333333333333333
99,76,7960.7294,0.0673,1,175,23,1.3026315789473684
98,77,7917.9112,0.0708,1,175,21,1.2727272727272727
97,78,7869.5216,0.1064,1,175,19,1.2435897435897436
96,79,7817.5939,0.2204,1,175,17,1.2151898734177216
95,80,7759.2134,0.4633,1,175,15,1.1875
110,66,7969.0,3.0,0,176,44,1.6666666666666667
109,67,7997.0,3.0,0,176,42,1.626865671641791
108,68,8034.0,2.0,0,176,40,1.588235294117647
107,69,8045.1214,0.5682,1,176,38,1.5507246376811594
106,70,8064.0853,0.0003,1,176,36,1.5142857142857142
105,71,8059.0209,0.0069,1,176,34,1.4788732394366197
104,72,8061.3604,0.0084,1,176,32,1.4444444444444444
103,73,8038.6706,0.1747,1,176,30,1.4109589041095891
102,74,8030.1131,0.1588,1,176,28,1.3783783783783783
101,75,7993.9707,0.1588,1,176,26,1.3466666666666667
100,76,7972.8681,0.0622,1,176,24,1.3157894736842106
99,77,7921.5522,0.0459,1,176,22,1.2857142857142858
98,78,7888.9934,0.0722,1,176,20,1.2564102564102564
97,79,7825.3837,0.1885,1,176,18,1.2278481012658229
96,80,7782.664,0.0632,1,176,16,1.2
95,81,7707.9383,0.4719,1,176,14,1.1728395061728396
110,67,7980.0,3.0,0,177,43,1.6417910447761195
109,68,8013.0,3.0,0,177,41,1.6029411764705883
108,69,8035.0,1.0,0,177,39,1.565217391304348
107,70,8049.9741,0.0013,1,177,37,1.5285714285714285
106,71,8053.4495,0.0069,1,177,35,1.4929577464788732
105,72,8051.8365,0.008,1,177,33,1.4583333333333333
104,73,8040.8289,0.0187,1,177,31,1.4246575342465753
103,74,8025.0359,0.1579,1,177,29,1.3918918918918919
102,75,8001.2229,0.1579,1,177,27,1.36
101,76,7972.4371,0.0826,1,177,25,1.3289473684210527
100,77,7934.6328,0.1116,1,177,23,1.2987012987012987
99,78,7892.4896,0.0847,1,177,21,1.2692307692307692
98,79,7843.8623,0.0563,1,177,19,1.240506329113924
97,80,7789.8947,0.4787,1,177,17,1.2125
96,81,7732.1655,0.1222,1,177,15,1.1851851851851851
111,67,7957.0,3.0,0,178,44,1.6567164179104477
110,68,7999.0,3.0,0,178,42,1.6176470588235294
109,69,8017.0,2.0,0,178,40,1.5797101449275361
108,70,8042.7386,0.037,1,178,38,1.542857142857143
107,71,8042.0554,0.0127,1,178,36,1.5070422535211268
106,72,8049.4438,0.008,1,178,34,1.4722222222222223
105,73,8035.0,0.0,0,178,32,1.4383561643835616
104,74,8029.2584,0.0854,1,178,30,1.4054054054054055
103,75,7998.1576,0.157,1,178,28,1.3733333333333333
102,76,7981.9128,0.0766,1,178,26,1.3421052631578947
101,77,7936.563,0.1057,1,178,24,1.3116883116883118
100,78,7908.253,0.0569,1,178,22,1.2820512820512822
99,79,7849.3946,0.0576,1,178,20,1.2531645569620253
98,80,7811.3607,0.0604,1,178,18,1.225
97,81,7741.0,1.0,0,178,16,1.1975308641975309
96,82,7690.8359,0.1302,1,178,14,1.170731707317073
111,68,7976.0,3.0,0,179,43,1.6323529411764706
110,69,8004.0,2.0,0,179,41,1.5942028985507246
109,70,8026.0,1.0,0,179,39,1.5571428571428572
108,71,8035.0744,0.0288,1,179,37,1.5211267605633803
107,72,8038.5474,0.0079,1,179,35,1.4861111111111112
106,73,8033.5869,0.0082,1,179,33,1.452054794520548
105,74,8023.2821,0.0814,1,179,31,1.4189189189189189
